neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
2,14,1,215,3,1,300
4,124,2,65,1,7,309
2,75,2,55,2,17,142
4,5,2,95,1,0,355
3,35,1,175,1,24,365
2,14,1,175,4,6,1
3,207,1,150,3,36,5
3,65,1,145,4,0,26
3,199,2,99,2,28,296
3,65,2,129,4,32,365
3,65,1,244,2,22,1
2,215,2,100,2,4,169
1,180,2,38,2,11,188
4,5,2,57,3,2,5
2,215,1,200,2,8,2
4,69,1,130,1,2,148
2,215,1,135,2,9,162
3,203,1,160,3,4,2
2,75,2,65,2,13,310
2,14,2,35,2,21,100
1,135,2,42,5,17,23
2,29,1,89,2,3,25
2,14,2,75,3,5,334
3,96,1,150,1,4,16
3,35,1,127,5,30,32
4,60,2,49,4,2,355
2,52,1,150,2,16,35
4,69,2,40,2,2,346
4,78,2,65,2,4,364
3,62,2,75,2,0,353
2,14,2,77,2,0,170
3,96,2,130,2,3,239
2,29,1,105,2,30,291
2,27,2,50,4,6,330
3,202,1,249,5,6,116
2,215,2,100,1,1,44
3,128,2,100,1,0,318
4,186,2,59,2,4,180
3,65,1,156,2,31,3
3,96,2,209,1,19,81
2,29,2,99,3,0,150
3,95,1,210,5,2,88
4,5,2,100,2,21,32
2,61,1,80,2,18,39
1,206,1,79,3,18,5
4,184,2,75,1,29,163
3,65,1,175,2,0,157
2,92,2,105,1,24,32
3,74,1,242,2,15,261
3,96,1,205,4,1,1
4,78,2,73,1,5,87
2,191,2,70,1,23,325
3,120,2,90,5,10,20
4,190,2,70,2,35,306
3,95,1,181,2,15,22
4,165,1,165,2,29,362
2,27,2,60,3,34,116
3,96,2,120,3,16,89
3,96,1,229,2,0,335
2,160,1,79,5,2,8
2,52,3,50,1,0,314
2,29,1,75,2,3,163
3,96,2,140,4,1,34
2,59,1,170,4,12,308
2,14,1,200,2,0,22
2,64,1,140,2,27,201
2,215,2,85,2,5,86
5,47,2,40,2,36,286
3,207,2,60,2,0,343
1,219,1,35,2,18,51
3,65,1,200,3,4,4
2,215,1,139,2,3,184
4,106,1,10,2,22,332
3,202,2,80,4,11,156
2,42,2,40,6,1,17
3,95,1,165,1,8,53
2,215,1,140,3,7,3
2,14,2,200,1,14,22
4,5,1,170,4,10,97
3,36,2,84,1,2,2
3,120,2,125,1,4,165
2,215,3,52,3,19,88
2,64,1,97,2,0,324
4,78,2,55,1,0,62
5,2,1,70,5,1,55
2,52,2,55,4,1,15
2,29,2,60,1,17,205
2,75,1,99,2,35,15
3,96,2,199,1,17,354
2,53,1,165,2,18,61
3,120,2,175,1,11,250
2,90,2,79,1,17,174
2,215,1,220,3,4,44
2,160,2,40,1,2,37
3,95,2,149,1,0,281
3,138,1,244,2,9,133
4,5,2,38,4,19,188
4,23,2,85,5,0,177
3,65,2,240,2,8,93
4,105,2,45,2,22,138
2,14,2,140,4,8,89
4,118,1,129,1,3,95
3,95,2,60,1,4,211
3,95,2,100,2,0,364
4,126,2,44,3,17,126
4,5,1,125,1,14,328
2,176,2,75,1,8,311
2,14,2,54,1,5,27
2,26,1,150,5,2,10
1,103,2,35,2,1,59
2,215,2,120,5,6,66
2,14,2,49,2,6,226
2,14,1,100,2,8,75
3,65,1,150,4,5,8
2,14,2,63,5,9,342
3,210,1,199,4,4,127
4,78,1,189,2,6,8
4,106,1,100,1,12,161
3,95,2,42,5,34,40
2,52,2,62,3,0,22
3,74,1,199,3,5,37
2,215,3,125,1,5,156
1,25,2,35,1,21,284
2,92,1,205,3,5,72
2,29,1,175,1,5,264
4,106,2,95,1,0,180
3,95,1,120,3,15,15
3,210,1,250,1,21,271
3,95,2,60,2,36,133
1,214,2,34,5,17,313
2,29,1,250,2,1,9
3,202,1,248,4,3,100
4,167,2,90,1,4,269
2,191,2,75,1,1,365
4,55,1,225,1,23,109
1,119,1,155,3,13,285
4,5,2,49,1,6,359
3,199,2,145,3,19,42
3,128,2,185,3,5,8
4,80,2,83,1,25,361
1,156,1,139,2,28,131
3,35,2,75,2,17,11
1,1,1,100,2,0,180
2,14,2,97,3,29,118
3,93,1,215,4,2,148
2,29,2,90,3,1,1
3,207,2,38,2,17,73
2,52,2,50,1,35,5
3,95,2,60,5,0,21
4,5,3,35,1,11,11
3,128,1,220,2,4,283
3,74,1,188,2,4,298
3,65,2,130,2,19,32
3,93,1,225,2,8,207
2,92,1,172,2,9,281
4,118,2,199,1,6,53
2,14,2,100,1,7,365
3,202,1,199,1,29,339
3,192,2,100,1,4,309
4,118,1,150,5,0,15
3,96,1,199,3,8,347
1,153,2,35,2,10,6
4,218,2,45,2,3,47
2,215,1,250,4,1,122
2,14,1,150,2,2,92
2,159,2,90,1,8,129
4,5,1,120,3,23,16
2,215,2,55,5,9,20
2,14,2,50,1,5,359
4,118,1,190,1,34,182
2,14,2,212,3,1,109
2,29,2,70,2,29,16
4,85,1,150,3,22,292
2,215,1,129,2,0,25
2,29,2,55,2,0,314
4,167,2,40,5,8,6
3,120,1,125,3,18,20
3,207,1,75,1,17,253
3,202,2,135,2,10,339
1,154,3,150,1,0,364
2,61,2,110,2,6,354
2,163,1,250,3,0,1
4,51,2,36,1,2,62
2,215,2,69,2,1,345
4,5,1,215,2,2,153
4,69,1,150,2,10,89
2,215,2,200,5,11,83
3,95,2,150,5,33,58
3,95,1,122,4,17,245
2,29,2,65,1,31,134
3,207,2,50,1,11,90
2,75,1,79,2,8,6
1,156,3,28,1,1,73
3,207,1,130,3,10,188
2,64,2,60,3,0,365
5,181,2,55,1,10,363
3,65,1,165,4,8,351
3,207,2,75,2,20,357
3,202,1,150,2,5,157
3,207,2,36,1,33,211
3,210,1,240,2,0,81
2,14,2,50,3,6,363
5,101,1,100,4,20,363
3,36,2,120,3,35,337
3,35,1,250,3,4,144
3,65,1,119,3,8,41
2,29,2,50,1,3,62
2,215,1,90,2,13,6
1,48,2,200,1,0,365
2,86,2,95,1,4,59
3,120,2,81,5,24,164
4,78,1,111,3,22,96
3,96,1,250,1,0,360
4,98,2,75,2,21,65
4,5,2,87,2,20,282
4,167,2,48,1,20,258
3,203,2,209,1,6,288
4,30,2,40,5,1,179
2,52,1,125,2,20,87
3,95,2,79,6,31,18
3,95,1,159,2,26,343
2,215,2,85,1,16,7
2,29,2,45,1,1,30
2,215,2,130,3,7,278
3,113,1,180,1,5,90
3,62,1,145,1,30,144
3,131,2,125,6,3,34
1,48,2,40,2,32,132
3,198,1,240,3,9,17
2,21,2,45,1,0,179
3,96,2,199,1,1,365
4,165,1,215,2,2,360
2,86,2,80,3,9,89
2,191,2,149,1,1,357
2,14,2,89,5,28,282
4,5,2,86,4,28,364
2,14,2,75,3,5,145
2,77,1,89,2,12,132
3,74,1,229,2,9,346
3,207,3,50,1,0,89
2,75,1,120,4,0,65
2,46,1,150,4,13,6
3,210,1,130,4,22,77
2,31,1,120,2,1,140
1,66,1,250,1,15,357
2,14,1,150,2,33,177
3,62,1,120,3,6,279
3,207,2,70,2,28,123
3,95,2,65,2,2,2
2,215,1,120,1,0,365
2,215,2,59,2,2,15
3,65,1,115,2,14,3
3,207,2,55,2,6,169
4,69,3,100,1,0,179
3,131,2,85,3,13,61
3,36,2,89,3,7,317
3,203,1,200,2,3,2
4,13,2,70,1,13,220
4,118,1,220,5,1,63
3,96,1,179,4,4,260
2,215,1,80,1,0,1
2,14,1,110,2,9,41
2,77,2,45,1,9,189
3,65,2,85,3,5,9
2,92,1,179,3,36,53
2,215,1,200,2,1,219
4,124,2,42,1,1,178
4,151,2,65,1,6,335
4,190,2,90,2,12,57
2,52,1,199,3,5,72
2,53,2,89,1,23,74
3,74,1,216,2,9,332
2,31,1,125,1,26,360
3,128,1,198,2,31,322
3,203,3,165,3,21,363
2,109,2,65,3,2,281
4,106,1,44,1,3,330
2,27,1,130,2,20,139
2,6,1,99,2,17,20
2,14,2,130,2,20,64
3,87,2,245,1,2,179
3,131,1,180,5,4,4
3,65,1,174,2,6,5
2,81,3,50,1,0,347
3,96,2,150,2,0,88
3,203,1,245,5,17,346
3,128,3,65,3,20,169
2,14,1,140,1,1,68
3,95,2,85,3,6,363
2,215,2,65,2,15,155
4,5,1,125,2,2,22
4,184,2,65,1,28,340
3,113,1,199,2,0,49
1,48,2,49,1,33,348
4,69,1,60,3,16,40
3,35,2,150,4,0,91
3,202,2,55,4,14,8
2,215,1,199,2,4,93
2,14,2,80,3,11,160
2,29,2,50,3,2,39
3,104,2,35,3,10,31
2,52,1,150,1,24,299
3,203,1,200,5,1,4
3,95,2,100,1,4,275
3,62,2,44,6,14,335
2,92,2,85,1,0,83
4,69,2,35,3,4,310
2,24,2,55,2,6,50
2,75,1,95,3,24,277
3,138,2,119,3,1,10
4,55,2,220,1,5,346
3,122,2,274,3,3,238
3,96,2,90,3,2,66
5,188,2,50,1,21,363
4,78,2,49,1,25,46
3,199,2,77,1,2,161
3,128,1,110,4,36,40
4,124,2,50,1,0,73
3,96,1,139,2,5,10
4,118,2,59,1,2,349
3,36,1,200,1,23,23
2,29,2,35,2,22,29
2,14,2,75,2,6,84
4,78,1,159,2,7,67
2,14,2,89,2,27,40
3,95,2,69,1,34,180
4,221,2,57,2,21,125
2,52,1,99,2,0,20
4,5,2,100,3,2,364
3,203,1,200,4,22,2
3,138,1,160,2,11,90
3,128,1,153,1,7,226
2,18,2,89,1,5,364
2,52,2,100,2,0,20
2,14,2,70,3,19,361
3,95,1,130,3,11,89
2,163,2,81,1,7,48
3,120,2,99,3,24,333
3,95,2,65,1,27,1
2,14,2,85,2,11,164
4,22,2,250,1,0,82
3,96,2,199,1,7,166
4,190,1,180,3,10,123
2,21,2,49,3,0,180
2,14,2,47,2,0,48
3,202,2,105,2,35,327
1,40,1,75,2,5,86
3,207,2,81,1,18,38
3,202,1,230,3,20,282
3,131,1,140,4,1,9
1,39,2,150,1,0,363
3,202,2,217,1,6,242
3,128,3,150,1,2,67
2,14,3,60,1,2,342
4,4,2,55,1,28,159
3,95,2,90,5,1,354
2,92,2,100,3,1,65
2,52,2,89,2,4,88
3,87,2,150,2,10,36
2,61,2,58,2,9,49
2,215,2,95,3,14,180
1,48,2,40,1,1,8
2,24,2,75,1,12,90
2,176,2,50,3,15,211
2,53,3,49,2,32,5
2,29,2,100,3,29,31
1,97,2,50,3,23,188
1,155,3,20,1,0,5
2,215,1,200,3,5,163
4,80,2,50,1,1,183
1,156,1,115,5,7,7
3,96,2,95,1,14,7
3,62,2,100,3,20,188
2,52,2,80,1,1,89
3,62,1,140,2,4,79
3,95,1,160,1,2,10
2,14,2,120,2,2,89
3,96,1,190,1,6,299
3,95,2,53,2,0,188
2,215,1,160,1,18,2
3,192,2,100,1,0,341
2,14,1,160,2,1,347
2,52,1,90,2,5,22
3,198,1,157,2,13,18
2,29,2,68,5,12,14
2,77,2,60,1,0,365
2,31,2,75,1,11,347
3,120,1,79,2,32,3
2,8,2,65,1,7,189
4,106,2,39,1,4,157
2,215,1,99,4,0,22
2,14,2,69,2,6,279
2,42,2,80,2,4,10
4,186,2,70,2,3,186
3,96,2,199,1,5,362
4,221,2,50,2,1,262
3,128,1,155,1,2,300
3,95,2,60,1,1,363
1,174,2,42,4,22,147
3,203,1,139,6,21,116
2,64,2,65,3,2,364
2,61,2,75,1,2,125
3,207,1,80,3,31,68
4,5,2,180,6,0,83
4,184,1,185,2,30,146
3,202,2,109,4,0,101
2,14,1,139,1,23,238
3,95,2,160,2,2,180
3,65,1,103,2,29,55
2,52,2,70,3,0,115
3,198,2,170,5,7,6
1,40,2,80,1,4,365
2,129,1,75,2,23,49
2,29,2,69,1,6,83
3,65,1,219,2,30,2
3,65,1,121,2,6,156
2,14,1,79,1,8,21
3,203,1,138,3,24,1
3,207,2,50,1,14,63
4,165,2,47,2,25,152
4,69,2,60,2,11,318
2,14,2,60,1,7,28
3,96,1,175,1,27,133
1,214,1,76,2,14,300
3,96,1,177,1,5,86
2,14,2,51,1,2,23
4,69,2,38,1,28,365
2,81,1,180,4,20,208
3,120,2,100,2,16,66
3,192,2,100,1,0,315
3,202,1,200,6,4,5
1,103,2,65,4,36,365
2,26,1,100,3,24,2
3,65,2,100,3,26,220
2,14,1,65,3,1,281
3,203,2,100,2,15,58
2,75,1,100,3,3,73
2,32,1,175,2,14,119
4,105,2,75,1,6,341
2,215,1,165,1,24,213
2,8,2,48,1,4,96
3,138,2,75,4,0,87
2,24,1,75,2,8,2
4,12,2,130,5,0,177
2,14,1,80,1,6,12
3,62,2,50,2,16,60
2,14,1,90,5,1,1
3,96,2,69,4,0,57
2,176,2,250,2,0,178
3,207,1,150,4,11,319
3,207,1,120,3,4,7
4,106,1,128,2,23,10
2,176,3,40,2,8,358
1,133,2,85,5,5,343
2,81,1,135,5,21,206
4,5,1,225,2,3,23
2,64,2,120,1,0,103
2,14,3,45,3,7,364
3,74,1,252,2,12,302
2,42,2,125,2,19,250
2,21,2,60,1,20,177
2,14,3,30,2,18,192
4,169,2,125,1,30,342
2,53,1,89,2,14,180
2,61,2,175,2,4,43
3,146,2,100,1,14,30
3,65,1,111,4,3,37
2,52,1,100,3,5,250
4,165,1,120,2,2,336
2,92,2,120,5,0,88
3,203,1,150,4,0,63
3,128,2,250,4,1,3
3,179,1,200,2,0,47
3,120,2,135,1,10,93
4,169,2,110,1,34,358
3,65,2,120,1,18,28
2,42,2,79,3,26,362
2,14,2,70,1,18,362
1,133,2,35,3,4,76
3,65,2,95,5,35,320
5,188,2,85,1,2,353
4,169,2,49,1,15,345
3,65,1,150,2,8,67
2,14,2,60,1,2,9
4,69,2,45,3,12,201
4,110,2,45,2,16,6
2,152,1,150,5,1,27
2,14,1,89,5,10,64
2,61,1,249,3,10,156
3,104,2,100,1,4,315
2,215,2,60,3,8,3
4,190,3,30,1,36,140
4,164,1,88,3,33,262
2,21,2,52,2,6,90
2,75,2,40,5,12,67
3,203,1,150,2,25,129
5,194,2,50,2,6,52
3,96,3,77,1,2,362
2,52,2,130,2,20,89
2,191,1,100,2,12,2
2,160,2,100,2,13,365
2,52,2,64,1,2,21
4,78,1,110,3,0,153
3,207,1,235,1,24,352
4,78,2,85,1,5,85
2,160,2,55,1,20,53
2,160,2,77,5,11,365
3,96,3,95,1,4,19
3,95,1,113,2,3,35
3,36,2,73,3,1,37
2,29,2,75,1,20,89
2,92,2,46,3,7,285
2,215,1,160,1,4,49
2,215,2,99,3,19,354
2,75,2,80,1,4,179
3,203,2,95,2,13,6
2,82,1,200,2,8,177
2,75,2,60,2,0,173
2,42,2,150,2,5,174
3,74,1,225,1,1,82
3,104,2,99,3,4,179
3,145,1,179,1,0,179
2,215,1,192,1,0,8
3,202,3,125,1,6,365
3,131,2,70,1,15,16
1,134,1,140,2,3,27
2,29,3,25,4,17,80
3,128,2,100,1,12,287
5,171,1,90,3,19,247
3,202,1,150,4,17,26
3,95,2,99,4,2,24
2,29,1,231,1,23,335
3,202,1,199,4,1,314
3,96,2,199,1,17,334
3,95,2,43,6,6,324
2,75,2,55,2,28,68
4,99,2,239,3,11,135
2,14,2,55,2,9,319
4,124,2,31,2,6,259
3,62,2,61,3,8,95
2,52,2,60,2,1,189
2,215,1,220,5,0,21
4,164,2,70,4,0,365
3,210,1,250,5,0,365
5,115,1,115,2,29,71
2,52,1,200,4,2,8
4,51,2,40,2,5,306
3,207,2,70,3,2,173
2,14,2,50,4,3,365
2,42,2,75,1,11,5
3,203,2,85,1,0,363
4,55,2,30,2,5,11
3,207,1,140,1,22,334
4,78,2,80,3,8,342
2,52,1,245,3,5,278
2,152,2,69,1,13,1
3,96,2,180,3,1,341
4,5,2,60,1,19,250
3,95,1,202,3,8,88
3,120,1,150,1,32,3
3,96,1,225,3,8,49
3,95,1,198,3,9,127
4,55,2,45,6,4,318
3,202,1,59,1,4,24
2,64,2,40,2,17,334
3,95,1,94,1,23,316
2,29,1,129,5,0,351
2,215,2,85,2,26,221
4,221,1,150,1,3,155
4,118,3,45,1,0,15
2,29,2,100,3,2,84
3,96,1,160,5,5,1
4,5,2,51,1,23,3
2,29,1,110,3,7,38
4,69,1,95,3,20,101
2,42,2,59,4,6,156
2,152,1,140,3,23,285
2,53,2,65,3,23,321
3,202,1,250,3,0,10
3,65,1,110,2,29,15
2,29,2,100,5,2,94
3,146,1,275,3,24,82
2,81,2,119,1,14,78
3,65,2,140,1,7,1
4,118,2,55,1,29,1
3,95,2,55,1,1,35
3,203,3,55,2,0,49
3,65,2,95,2,1,54
2,215,1,265,2,1,3
3,95,2,79,1,1,60
2,14,2,40,1,32,323
4,151,2,51,4,27,87
4,60,2,70,1,8,342
3,207,2,69,3,18,270
2,75,1,40,2,2,57
4,190,2,85,1,21,80
3,128,2,100,1,0,365
2,14,1,210,2,10,180
3,96,2,150,1,0,365
2,29,2,90,2,11,89
3,203,1,175,5,2,4
2,92,2,40,2,24,95
3,95,2,95,5,0,265
3,96,2,95,3,3,5
5,3,2,35,4,11,338
4,105,2,40,2,2,3
3,95,2,99,2,18,72
3,65,2,145,1,25,329
2,29,2,60,1,12,9
4,55,2,60,2,10,364
3,202,1,199,1,1,5
3,207,1,235,1,28,364
1,1,2,38,2,1,90
2,81,2,100,1,7,45
2,92,1,139,2,21,188
3,95,2,220,2,3,365
3,202,1,222,2,0,32
3,207,1,174,1,6,324
2,29,1,190,2,34,341
3,62,1,150,1,5,21
2,191,1,150,2,0,29
3,146,1,250,3,30,173
3,74,1,219,1,20,322
4,221,2,55,5,8,162
3,128,1,153,1,4,216
3,104,2,100,1,2,324
3,65,1,250,2,12,32
3,96,2,97,3,8,10
2,215,1,260,2,15,88
3,120,1,200,3,18,188
3,96,3,60,1,14,349
2,29,1,225,1,8,141
2,20,1,239,2,10,11
2,61,2,150,2,1,83
2,29,2,67,2,27,359
3,96,1,144,1,25,12
2,14,2,72,1,30,344
4,60,3,43,1,1,91
2,160,1,250,5,7,195
2,215,2,59,2,2,74
2,215,2,120,1,7,89
2,109,1,100,2,15,66
2,29,2,65,2,8,19
4,78,2,99,1,10,365
3,95,2,42,5,7,24
2,152,1,130,2,15,174
2,215,1,74,1,1,27
4,151,1,167,5,1,94
3,96,1,220,3,0,29
2,29,2,90,2,18,344
2,32,1,188,2,7,19
1,63,2,80,1,3,89
2,52,2,85,3,5,281
2,215,1,90,4,17,4
3,62,1,225,4,2,289
2,176,1,105,2,1,36
3,96,1,199,3,0,361
2,29,2,32,3,25,90
3,207,2,60,2,3,223
3,95,2,65,3,3,56
2,52,1,110,4,2,32
2,215,1,160,2,1,350
2,52,2,80,1,25,11
4,190,2,50,2,0,66
3,192,2,100,1,0,343
3,74,1,203,2,9,336
2,14,2,200,2,0,189
2,215,1,180,3,7,54
3,202,2,175,4,7,365
2,29,2,63,2,0,358
2,52,2,82,2,2,156
2,109,2,66,2,29,170
3,120,2,90,2,8,324
2,14,1,125,3,19,225
4,118,2,90,4,19,286
2,75,1,140,4,9,328
2,215,1,170,3,36,1
3,116,2,74,4,0,44
2,61,2,80,3,10,341
2,92,2,55,1,24,157
4,78,2,80,1,2,359
2,215,1,160,2,9,157
2,52,2,100,1,28,88
4,78,3,69,1,2,355
2,14,1,100,2,4,64
3,65,2,100,1,0,1
4,4,1,200,1,15,354
2,29,2,100,1,22,324
3,95,2,70,1,9,89
1,214,1,87,2,5,298
2,61,2,75,1,0,364
3,95,2,89,3,15,179
3,65,2,148,3,14,365
3,96,3,75,1,9,363
4,51,2,37,3,30,48
4,213,2,65,1,14,5
3,96,2,99,3,12,179
2,29,2,110,3,8,8
2,160,2,74,1,20,125
3,104,1,110,2,15,161
3,95,2,86,2,1,90
3,203,1,250,3,5,23
3,96,1,219,1,5,173
4,13,2,105,5,0,180
2,159,1,195,1,3,20
2,14,1,69,4,7,5
4,5,1,120,2,13,115
3,120,1,225,4,13,195
2,14,1,206,2,13,116
5,149,1,130,1,1,363
3,192,2,100,1,2,300
2,29,3,42,2,13,365
2,191,1,90,2,31,126
1,155,1,79,2,1,354
4,190,3,30,3,1,358
4,69,2,70,1,6,89
1,132,2,35,1,25,241
3,203,1,150,3,20,36
4,78,3,200,1,0,72
2,61,1,92,4,0,27
2,160,2,50,1,0,305
4,106,1,46,1,18,135
3,128,1,199,3,7,358
2,19,1,235,4,32,322
4,221,2,170,1,1,90
2,215,2,80,2,31,5
3,95,2,79,2,36,218
2,14,2,50,6,3,3
2,52,1,90,3,0,256
2,14,1,45,2,7,14
3,202,2,150,1,11,81
3,95,2,120,2,11,263
2,14,1,120,2,17,214
2,92,1,135,5,13,159
3,74,1,234,2,7,309
2,29,1,149,3,19,231
3,96,1,145,4,2,92
2,29,2,80,1,4,342
3,95,2,95,4,20,69
4,190,1,78,4,26,50
2,29,2,78,3,0,105
4,169,1,200,3,24,131
4,5,2,120,1,1,362
2,81,1,150,1,15,55
4,165,1,120,2,5,356
3,74,1,229,2,10,349
3,128,2,155,4,35,157
3,128,2,139,4,14,28
3,62,1,140,1,28,170
2,24,3,100,1,4,365
3,65,1,180,1,5,20
4,69,2,59,1,1,24
2,61,2,53,1,15,77
3,95,2,55,5,0,90
4,218,2,50,1,4,283
2,215,1,225,4,4,50
4,218,2,45,5,34,212
1,79,2,75,2,13,364
2,29,2,69,2,8,131
4,55,1,140,4,11,38
3,207,2,150,1,4,160
2,52,1,100,1,4,365
4,221,1,179,1,5,23
4,169,1,150,1,5,79
2,20,2,99,1,1,264
4,118,2,60,1,1,326
2,92,2,55,5,6,87
2,14,1,90,4,7,18
2,52,2,75,1,34,35
3,203,2,90,3,5,1
3,207,2,75,2,20,223
2,215,1,175,3,3,364
2,14,1,113,3,6,1
3,65,2,149,3,36,109
4,114,1,175,2,6,317
1,79,2,29,2,0,81
2,61,2,35,1,3,69
3,65,1,179,1,20,268
4,60,2,35,1,3,150
3,96,1,194,3,2,44
2,31,2,45,4,33,323
2,61,2,70,1,0,325
2,14,2,55,1,22,12
2,14,2,100,2,34,59
3,93,2,120,1,7,13
2,29,2,40,2,21,343
2,217,1,75,5,25,6
3,95,2,99,1,22,45
3,116,1,196,6,6,268
3,120,1,197,5,1,12
2,52,1,100,4,8,6
4,184,1,150,3,7,179
5,195,1,65,2,13,247
2,14,1,95,5,3,120
2,14,2,55,2,22,45
2,14,2,68,5,8,281
2,64,2,40,1,9,64
2,92,2,95,3,2,23
4,118,2,65,1,5,66
4,55,2,40,2,8,229
3,65,1,160,3,6,63
3,65,1,250,3,36,36
2,52,2,60,2,0,40
1,206,2,37,1,14,332
1,79,2,58,3,0,75
3,203,2,49,1,0,14
4,5,2,120,5,2,90
2,61,2,40,1,15,90
3,202,1,145,3,2,70
4,5,2,55,1,0,13
3,35,3,67,1,0,323
3,65,1,200,1,13,69
4,165,2,50,1,0,308
3,65,2,78,2,7,1
4,126,1,90,6,26,237
2,152,2,100,2,22,292
4,55,2,69,2,1,349
3,203,2,125,2,7,248
4,161,2,85,1,5,89
2,159,1,275,4,19,205
3,202,2,42,3,7,131
5,196,1,70,3,1,128
2,29,2,42,3,5,298
3,74,2,258,2,6,332
4,118,2,70,1,2,342
4,9,1,258,1,0,362
2,86,2,129,1,13,361
2,52,2,75,1,13,311
3,95,2,100,3,1,263
2,29,2,59,1,33,28
3,95,2,80,2,0,352
2,14,3,37,2,0,348
2,14,2,70,2,12,349
4,167,2,79,3,13,64
3,62,1,220,5,0,205
3,202,2,200,1,20,313
2,215,2,75,1,4,35
2,42,1,274,2,0,24
3,198,2,149,1,6,336
3,35,1,150,2,7,3
3,65,2,150,3,17,43
4,118,2,45,3,2,5
3,62,2,79,1,16,93
2,61,2,90,1,4,189
1,135,2,80,5,0,179
4,106,1,80,2,13,87
4,60,2,45,4,17,314
4,167,1,99,3,10,152
3,96,1,190,4,16,20
4,4,1,275,2,0,69
2,92,1,137,5,26,344
3,36,2,95,2,6,7
3,96,3,76,1,6,365
2,42,1,99,2,18,50
4,60,1,95,1,16,81
2,52,2,99,2,8,365
2,29,1,135,3,5,17
4,55,2,79,6,6,365
1,214,2,36,2,2,47
2,215,1,120,6,6,20
3,203,3,220,1,1,89
2,215,2,65,1,20,107
3,95,2,86,2,7,87
3,95,1,120,5,28,355
3,74,1,234,2,8,333
3,36,1,210,1,16,318
3,65,1,175,2,2,2
3,95,2,45,3,0,10
2,32,1,199,2,6,73
2,52,2,150,1,2,177
3,95,2,115,1,28,6
3,128,1,250,2,12,14
3,189,3,56,1,0,3
2,29,2,49,1,18,158
2,64,3,79,1,9,180
2,21,2,55,1,5,326
4,55,2,80,2,17,24
3,65,1,179,5,32,12
2,160,2,75,5,8,365
3,95,2,62,2,24,97
3,93,1,159,5,22,22
3,120,2,89,1,21,2
2,92,1,180,3,0,262
4,85,1,60,2,34,117
4,4,1,200,2,35,4
2,160,2,55,1,19,53
2,92,1,120,2,27,280
3,65,1,195,1,0,25
2,92,2,95,5,36,101
3,131,1,239,2,9,154
4,55,2,100,1,0,343
2,215,1,180,2,0,260
2,215,1,160,2,21,335
2,215,1,162,5,3,5
4,218,2,90,2,11,89
3,74,1,230,2,9,323
3,179,1,194,1,0,89
3,74,1,255,2,2,12
4,164,2,45,1,2,217
4,80,1,150,2,31,89
3,65,1,180,5,3,19
3,96,1,109,2,26,139
2,160,2,60,2,6,144
2,92,2,70,1,4,97
4,167,2,90,1,4,1
4,23,2,165,1,2,355
2,42,1,100,1,0,6
2,75,2,135,3,0,248
2,8,2,80,1,5,361
4,78,2,98,2,1,3
3,203,1,250,3,1,14
3,128,1,260,2,2,259
3,65,1,145,3,27,7
2,215,1,243,1,23,107
3,95,1,150,3,22,261
4,167,1,200,2,6,349
2,52,1,99,4,5,23
3,146,1,179,3,26,6
3,35,1,250,3,1,60
3,192,2,100,1,0,301
2,159,1,250,5,17,36
2,14,2,40,2,5,87
2,53,3,75,1,25,270
3,146,1,180,3,0,14
2,29,2,60,1,3,178
3,93,1,249,2,1,146
2,109,2,45,1,22,7
2,29,2,75,2,19,198
3,128,1,235,2,4,171
4,190,2,55,3,26,1
2,21,1,149,2,27,308
3,104,2,50,2,1,11
1,25,2,50,1,24,163
3,95,2,42,2,34,101
3,113,2,115,4,0,22
3,210,1,165,5,4,87
2,20,1,220,2,17,167
3,96,2,100,1,12,89
2,92,2,180,4,0,170
3,203,1,169,1,0,22
2,14,2,70,3,6,20
3,65,2,144,4,20,94
2,14,1,85,4,9,1
2,215,2,91,2,1,344
4,190,1,145,1,14,331
2,75,2,65,3,22,89
2,160,2,69,2,1,89
4,105,2,80,2,5,157
2,215,1,160,1,22,237
4,118,2,50,1,10,125
4,118,2,84,1,25,69
2,14,2,100,1,0,87
3,96,3,85,1,18,337
4,118,1,150,3,1,23
3,202,1,120,1,1,1
4,55,1,140,2,1,3
4,78,2,75,1,10,89
2,90,1,140,3,3,222
2,215,1,175,3,2,5
3,210,1,232,5,5,13
4,5,2,69,3,0,73
2,27,2,75,2,33,20
2,215,2,90,2,2,174
2,129,3,50,1,0,85
2,14,2,41,3,1,57
2,215,1,200,2,16,136
2,14,2,79,2,2,338
3,95,1,199,2,15,54
2,14,2,79,2,18,74
3,62,1,115,2,18,3
4,221,2,100,5,0,197
3,65,1,159,2,10,17
2,24,2,80,3,0,350
2,92,2,118,3,1,188
1,49,2,47,1,9,332
3,96,3,85,1,12,161
3,203,2,91,4,2,197
5,195,2,30,3,13,176
2,215,2,76,2,29,330
1,206,2,49,1,26,363
3,138,1,250,2,0,1
3,203,3,60,1,13,331
3,65,2,89,4,6,35
2,152,1,115,3,1,29
4,106,2,75,2,0,88
3,96,2,146,2,26,30
3,36,2,150,4,36,294
3,128,1,250,3,8,1
3,95,2,81,4,20,334
4,5,1,110,2,6,309
3,128,1,250,3,21,80
2,81,1,170,3,5,304
2,29,2,55,2,20,19
3,74,1,135,2,2,2
4,124,2,35,1,8,234
4,218,2,34,1,0,320
4,186,1,250,2,25,204
